t,x,y,z,vx,vy,vz,energy,h_mag
15434.2114027,-32289631.5121,13568541.7806,0,-2263.24994405,-1161.96198421,0,-8144343.11736,68228325727.1
15787.8039684,-33071325.0171,13150016.2239,0,-2158.60673693,-1204.74798319,0,-8144343.11736,68228325727.3
16156.3849104,-33847241.67,12698282.6576,0,-2052.10622677,-1245.89475348,0,-8144343.11737,68228325727.4
16539.9358479,-34613488.2463,12212756.1465,0,-1943.8531817,-1285.29434879,0,-8144343.11738,68228325727.6
16938.2257798,-35365744.0996,11693251.3013,0,-1833.98956281,-1322.83445681,0,-8144343.11739,68228325727.7
17350.7393814,-36099253.3485,11140117.7625,0,-1722.70753037,-1358.39820552,0,-8144343.1174,68228325727.9
17776.6089576,-36808874.3256,10554378.5984,0,-1610.26024055,-1391.86624003,0,-8144343.11741,68228325728.1
18214.5738852,-37489219.5717,9937833.21063,0,-1496.9650737,-1423.12208985,0,-8144343.11742,68228325728.2
18662.9930627,-38134898.9413,9293078.3287,0,-1383.1944161,-1452.06079505,0,-8144343.11744,68228325728.4
19119.9193396,-38740832.4215,8623421.44452,0,-1269.35379381,-1478.59892062,0,-8144343.11745,68228325728.6
19583.2158674,-39302556.8019,7932706.74449,0,-1155.85384431,-1502.68280102,0,-8144343.11746,68228325728.7
20050.6753407,-39816449.8896,7225110.73802,0,-1043.08579612,-1524.29248491,0,-8144343.11748,68228325728.9
20520.1091268,-40279839.2325,6504964.77951,0,-931.407185018,-1543.44098635,0,-8144343.11749,68228325729
20989.3936555,-40691010.5244,5776634.57612,0,-821.139031418,-1560.17028799,0,-8144343.1175,68228325729.1
21456.4775581,-41049153.8322,5044460.55418,0,-712.572143396,-1574.54606553,0,-8144343.11752,68228325729.2
21919.3578985,-41354284.5204,4312751.70885,0,-605.979691672,-1586.65266585,0,-8144343.11753,68228325729.3
22376.030756,-41607165.1208,3585827.05815,0,-501.634473539,-1596.5892189,0,-8144343.11754,68228325729.3
22824.4141465,-41809244.8353,2868108.22738,0,-399.831298904,-1604.46730276,0,-8144343.11754,68228325729.4
23262.2295638,-41962628.8092,2164284.35457,0,-300.917759607,-1610.41040678,0,-8144343.11755,68228325729.4
23686.8050376,-42070091.4522,1479607.70972,0,-205.341986474,-1614.55556189,0,-8144343.11756,68228325729.5
24094.7010313,-42135161.9383,820477.54686,0,-113.739881216,-1617.05809534,0,-8144343.11756,68228325729.5
24480.8487497,-42162358.5064,195811.275753,0,-27.1319599847,-1618.10238807,0,-8144343.11757,68228325729.5
24601.8584439,-42164000.11,0.118040548026,0,-1.57090906541e-05,-1618.16539113,0,-8144343.11757,68228325729.5
24601.8584439,-42164000.11,0.118040548026,0,-2.98487482511e-05,-3074.66628413,0,-4726786.35471,129640229542
25125.4615861,-42133269.182,-1609513.66803,0,117.368287791,-3072.42533495,0,-4726786.3547,129640229542
25615.0560789,-42048969.1303,-3112410.99104,0,226.96196249,-3066.27803969,0,-4726786.3547,129640229542
26130.0456806,-41902466.3568,-4688946.71005,0,341.925466654,-3055.59482251,0,-4726786.35469,129640229542
26641.6110897,-41698437.3079,-6248458.61434,0,455.647566981,-3040.7166974,0,-4726786.35468,129640229543
27166.6702363,-41428692.977,-7840045.16359,0,571.708601615,-3021.04650888,0,-4726786.35468,129640229543
27699.3772746,-41092962.353,-9443058.61502,0,688.602904151,-2996.5644944,0,-4726786.35467,129640229543
28244.5969567,-40685147.4095,-11068951.7227,0,807.165627716,-2966.82597614,0,-4726786.35466,129640229543
28801.2560863,-40202439.8258,-12710890.8053,0,926.898449338,-2931.62616688,0,-4726786.35465,129640229543
29370.7944023,-39640020.2345,-14369123.4909,0,1047.81942646,-2890.61363063,0,-4726786.35463,129640229543
29953.0043767,-38994432.6609,-16038613.9249,0,1169.56133651,-2843.53635223,0,-4726786.35462,129640229543
30548.1975137,-38261813.7807,-17715431.7615,0,1291.83757238,-2790.11261189,0,-4726786.3546,129640229544
31156.1514653,-37439099.2968,-19393729.9471,0,1414.22175759,-2730.11895616,0,-4726786.35458,129640229544
31776.6582963,-36523544.3373,-21067359.2935,0,1536.2654835,-2663.35522464,0,-4726786.35456,129640229544
32409.2400807,-35513223.5456,-22729141.4953,0,1657.44529663,-2589.68101723,0,-4726786.35454,129640229545
33053.2653831,-34407023.1603,-24371287.9864,0,1777.19324227,-2509.01511671,0,-4726786.35451,129640229545
33707.8490457,-33204953.0275,-25985265.3723,0,1894.88705168,-2421.35824105,0,-4726786.35448,129640229545
34371.8580317,-31908304.8008,-27561984.8328,0,2009.86395357,-2326.80457972,0,-4726786.35445,129640229546
35043.8762896,-30519874.5403,-29091926.4122,0,2121.42973755,-2225.5580259,0,-4726786.35442,129640229546
35722.2216195,-29044067.6442,-30565422.6231,0,2228.87943503,-2117.93982828,0,-4726786.35438,129640229547
36404.9824718,-27486914.2055,-31972996.0125,0,2331.52193497,-2004.38971087,0,-4726786.35435,129640229547
37090.092869,-25855933.0269,-33305760.0865,0,2428.70922007,-1885.45595679,0,-4726786.35431,129640229548
37775.4212151,-24159881.3142,-34555796.3815,0,2519.86386331,-1761.77715548,0,-4726786.35427,129640229548
38458.8578523,-22408429.4366,-35716455.8693,0,2604.50100694,-1634.05848573,0,-4726786.35424,129640229549
39138.3814042,-20611828.6953,-36782542.7136,0,2682.24176229,-1503.04748878,0,-4726786.3542,129640229549
39812.0964195,-18780619.6551,-37750380.8845,0,2752.81806739,-1369.51279948,0,-4726786.35417,129640229550
40478.2414445,-16925411.0849,-38617785.9546,0,2816.07063032,-1234.22802618,0,-4726786.35413,129640229550
41135.1722562,-15056738.1931,-39383976.0337,0,2871.94243441,-1097.96141312,0,-4726786.3541,129640229551
41781.3251514,-13184999.819,-40049453.3518,0,2920.47010307,-961.471260262,0,-4726786.35408,129640229551
42415.1632836,-11320472.2576,-40615881.6547,0,2961.77495931,-825.506931462,0,-4726786.35405,129640229551
43035.1050294,-9473403.89223,-41085977.5845,0,2996.05510504,-690.815755196,0,-4726786.35403,129640229551
43639.4274553,-7654209.3741,-41463429.849,0,3023.5795267,-558.157184461,0,-4726786.35402,129640229552
44226.1274109,-5873812.47768,-41752859.3453,0,3044.68518752,-428.327798334,0,-4726786.354,129640229552
44792.7001058,-4144255.23361,-41959838.9605,0,3059.77847132,-302.205720924,0,-4726786.35399,129640229552
45335.7357589,-2479871.802,-42091010.5999,0,3069.34371646,-180.836222076,0,-4726786.35398,129640229552
45850.0424727,-899913.922851,-42154395.8894,0,3073.9658727,-65.623169422,0,-4726786.35397,129640229552
46326.1467988,563862.837702,-42160230.0386,0,3074.3913079,41.117770432,0,-4726786.35397,129640229552
46737.8045088,1829015.6188,-42124311.7493,0,3071.77208862,133.374732373,0,-4726786.35397,129640229552
47195.362765,3233251.51389,-42039850.4208,0,3065.61303339,235.773857165,0,-4726786.35396,129640229552
47651.490678,4629517.00967,-41909074.3308,0,3056.07663177,337.591767693,0,-4726786.35396,129640229553
48129.2369262,6086441.72658,-41722394.063,0,3042.46360823,443.83304552,0,-4726786.35395,129640229553
48617.9191696,7569060.86914,-41479058.0535,0,3024.71915751,551.948001904,0,-4726786.35395,129640229553
49123.7022326,9093418.17828,-41171746.2036,0,3002.30948634,663.106572067,0,-4726786.35394,129640229553
49643.9343952,10648398.9052,-40797236.9227,0,2974.99967117,776.498250771,0,-4726786.35393,129640229553
50180.1385312,12235060.5739,-40349798.4212,0,2942.37174077,892.200154364,0,-4726786.35393,129640229553
50731.4759525,13846976.2189,-39825421.3982,0,2904.1333305,1009.74361826,0,-4726786.35392,129640229553
51298.1138186,15480280.7419,-39219432.0221,0,2859.9436171,1128.84679332,0,-4726786.3539,129640229553
51879.5484048,17128740.4351,-38528031.238,0,2809.52556743,1249.05510762,0,-4726786.35389,129640229553
52475.4734534,18786309.7227,-37747549.6808,0,2752.61160552,1369.92770812,0,-4726786.35387,129640229554
53085.3374602,20445900.6158,-36875033.3938,0,2688.98632412,1490.94772735,0,-4726786.35385,129640229554
53708.5483533,22100019.614,-35908105.9466,0,2618.47643013,1611.5687273,0,-4726786.35383,129640229554
54344.3326409,23740462.0078,-34845278.0594,0,2540.97332288,1731.19240746,0,-4726786.35381,129640229555
54991.7562372,25358484.4705,-33686053.5598,0,2456.44082071,1849.18119048,0,-4726786.35378,129640229555
55649.6577033,26944783.3887,-32431182.3227,0,2364.93360566,1964.85664201,0,-4726786.35375,129640229555
56316.6333419,28489651.3332,-31082836.1833,0,2266.61005143,2077.51088083,0,-4726786.35372,129640229556
56991.0213582,29983166.887,-29644774.265,0,2161.74427928,2186.42042134,0,-4726786.35368,129640229556
57670.9288502,31415506.608,-28122391.1111,0,2050.72966794,2290.86892247,0,-4726786.35365,129640229557
58354.2875244,32777313.3542,-26522644.399,0,1934.07358232,2390.17404646,0,-4726786.35361,129640229557
59038.9370208,34060084.2926,-24853844.6511,0,1812.38203901,2483.71575316,0,-4726786.35357,129640229558
59722.7128769,35256502.2318,-23125353.7405,0,1686.33772072,2570.96046128,0,-4726786.35354,129640229558
60403.5216196,36360664.8645,-21347247.7168,0,1556.67538909,2651.47776512,0,-4726786.3535,129640229559
61079.3892456,37368193.5647,-19530003.6706,0,1424.15905029,2724.94836828,0,-4726786.35347,129640229559
61748.4801081,38276237.2041,-17684247.1797,0,1289.56353841,2791.16436192,0,-4726786.35343,129640229560
62409.0889072,39083401.3677,-15820577.4068,0,1153.66176133,2850.02406305,0,-4726786.3534,129640229560
63059.6110375,39789636.3931,-13949471.917,0,1017.21775984,2901.52385022,0,-4726786.35338,129640229561
63698.4952266,40396112.089,-12081268.9003,0,880.985411258,2945.74902773,0,-4726786.35335,129640229561
64324.179284,40905099.9637,-10226227.3684,0,745.712819103,2982.86523758,0,-4726786.35333,129640229561
64935.0047735,41319878.1391,-8394676.81792,0,612.153226783,3013.11152565,0,-4726786.35331,129640229561
65529.0983076,41644671.7972,-6597290.22395,0,481.084924685,3036.79599895,0,-4726786.35329,129640229562
66104.1909885,41884644.5669,-4845562.50545,0,353.346140674,3054.29519754,0,-4726786.35328,129640229562
66657.3084882,42045968.1426,-3152695.44298,0,229.899569681,3066.05917122,0,-4726786.35327,129640229562
67184.1490123,42136033.7705,-1535442.22947,0,111.966881313,3072.62690147,0,-4726786.35326,129640229562
67677.5244444,42163996.1324,-18816.9964173,0,1.37214601057,3074.66596229,0,-4726786.35326,129640229562
68121.5763353,42142502.2079,1346265.52039,0,-98.171852325,3073.09859161,0,-4726786.35325,129640229562
68557.4401318,42078435.1472,2684812.47641,0,-195.780835209,3068.42671981,0,-4726786.35325,129640229562
69020.0334249,41963946.7842,4102449.50926,0,-299.157192917,3060.07804612,0,-4726786.35325,129640229562
69489.5576413,41798918.5045,5536545.19817,0,-403.733742174,3048.04392097,0,-4726786.35324,129640229562
69976.615228,41575957.2324,7017314.31885,0,-511.713792708,3031.78522946,0,-4726786.35324,129640229562
70476.7979077,41292411.1441,8528757.29979,0,-621.930630206,3011.10859636,0,-4726786.35323,129640229562
70992.9864488,40942204.0115,10076648.6961,0,-734.805344458,2985.57093341,0,-4726786.35322,129640229563
71524.0568715,40521370.6241,11654245.5815,0,-849.84623051,2954.88309111,0,-4726786.35322,129640229563
72070.644479,40024795.0393,13259664.3404,0,-966.915932112,2918.67200676,0,-4726786.35321,129640229563
72632.2725781,39448337.6321,14887295.7057,0,-1085.60541254,2876.63581227,0,-4726786.35319,129640229563
73208.8518225,38787721.4607,16532258.7151,0,-1205.55874423,2828.46262621,0,-4726786.35318,129640229563
73799.9429965,38039320.7709,18188265.1334,0,-1326.31737903,2773.88805278,0,-4726786.35316,129640229563
74405.1373026,37199864.6992,19848752.5694,0,-1447.40277689,2712.67357537,0,-4726786.35315,129640229564
75023.8507317,36266785.4417,21506352.1971,0,-1568.27759124,2644.63194562,0,-4726786.35313,129640229564
75655.3978786,35238241.6285,23153169.0469,0,-1688.36610828,2569.62888787,0,-4726786.3531,129640229564
76298.9087854,34113367.5256,24780659.0897,0,-1807.04528375,2487.6012714,0,-4726786.35308,129640229565
76953.3161124,32892437.8431,26379735.4128,0,-1923.65248546,2398.56912852,0,-4726786.35305,129640229565
77617.3087911,31577096.0812,27940828.7216,0,-2037.48990515,2302.65230585,0,-4726786.35302,129640229565
78289.3211809,30170518.3215,29454078.3195,0,-2147.83848504,2200.08240835,0,-4726786.35298,129640229566
78967.5410605,28677514.573,30909594.9865,0,-2253.97708741,2091.21018954,0,-4726786.35295,129640229566
79649.9571435,27104498.7503,32297818.0486,0,-2355.20853262,1976.50336232,0,-4726786.35291,129640229567
80334.4337079,25459327.0098,33609902.8611,0,-2450.88785501,1856.53481016,0,-4726786.35287,129640229567
81018.7997895,23751021.7808,34838080.6797,0,-2540.44854535,1731.96246301,0,-4726786.35284,129640229568
81700.9307119,21989440.589,35975928.0998,0,-2623.42219867,1603.50514743,0,-4726786.3528,129640229568
82378.8071095,20184948.5546,37018519.0269,0,-2699.44959627,1471.9187045,0,-4726786.35276,129640229569
83050.5443175,18348141.3779,37962463.1203,0,-2768.28350909,1337.97578966,0,-4726786.35273,129640229569
83714.3934949,16489641.7686,38805857.9556,0,-2829.78520927,1202.45102788,0,-4726786.3527,129640229570
84368.7191641,14619975.9849,39548188.3115,0,-2883.91712606,1066.11201072,0,-4726786.35267,129640229570
85011.9579321,12749528.5603,40190203.0011,0,-2930.73386408,929.715994984,0,-4726786.35264,129640229571
85642.5604798,10888574.0213,40733792.4932,0,-2970.37327934,794.012215562,0,-4726786.35262,129640229571
86258.9146948,9047392.11026,41181884.2512,0,-3003.04884713,659.75028772,0,-4726786.3526,129640229571
86859.2410979,7236490.51268,41538368.9975,0,-3029.04428517,527.696448677,0,-4726786.35258,129640229571
87441.4393876,5466995.23177,41808071.6674,0,-3048.71143542,398.662024386,0,-4726786.35257,129640229572
88002.8370648,3751353.25424,41996788.4693,0,-3062.47296666,273.55466902,0,-4726786.35256,129640229572
88539.7148612,2104724.97154,42111435.8029,0,-3070.83323384,153.479902566,0,-4726786.35255,129640229572
89046.2207009,548248.148928,42160435.4369,0,-3074.40636577,39.979124663,0,-4726786.35254,129640229572
89510.9861452,-880671.00255,42154801.75,0,-3073.99554855,-64.2199439792,0,-4726786.35254,129640229572
89921.3181474,-2141447.32067,42109584.3623,0,-3070.69822454,-156.157768449,0,-4726786.35254,129640229572
90384.9635479,-3563667.37521,42013130.8809,0,-3063.66468268,-259.868328259,0,-4726786.35253,129640229572
90842.8082698,-4964103.52154,41870760.2943,0,-3053.28279209,-361.99037067,0,-4726786.35253,129640229572
91324.6216133,-6431849.6351,41670543.571,0,-3038.68266873,-469.020763496,0,-4726786.35253,129640229572
91816.389846,-7921721.81981,41413152.6752,0,-3019.91331329,-577.664624805,0,-4726786.35252,129640229572
92325.9077783,-9454600.53091,41090308.1004,0,-2996.37097093,-689.44459077,0,-4726786.35251,129640229572
92849.623206,-11016570.9323,40699361.8599,0,-2967.86254621,-803.345969295,0,-4726786.35251,129640229572
93389.4534602,-12609764.4917,40234273.0806,0,-2933.94752902,-919.524190412,0,-4726786.3525,129640229573
93944.3083845,-14226915.369,39691280.7798,0,-2894.35166248,-1037.44941744,0,-4726786.35249,129640229573
94514.4415929,-15864312.3112,39065668.8895,0,-2848.73104338,-1156.85101987,0,-4726786.35247,129640229573
95099.2698878,-17515401.5751,38353795.1008,0,-2796.82006873,-1277.25108828,0,-4726786.35246,129640229573
95698.4932455,-19174069.193,37552070.0052,0,-2738.35699311,-1398.20378236,0,-4726786.35244,129640229573
96311.5200609,-20833041.366,36657704.2204,0,-2673.13841032,-1519.17868505,0,-4726786.35242,129640229574
96937.7345962,-22484700.4812,35668489.3955,0,-2601.00328388,-1639.62030785,0,-4726786.3524,129640229574
97576.3207087,-24120690.6571,34583163.1577,0,-2521.85955955,-1758.91932651,0,-4726786.35237,129640229574
98226.2983626,-25732140.6877,33401494.3936,0,-2435.69038418,-1876.42883851,0,-4726786.35235,129640229575
98886.4492919,-27309633.0739,32124551.8857,0,-2342.57369509,-1991.46210474,0,-4726786.35232,129640229575
99555.3101238,-28843390.1145,30754865.3002,0,-2242.69395959,-2103.30611963,0,-4726786.35228,129640229575
100231.161025,-30323481.1948,29296576.2788,0,-2136.35319284,-2211.23672683,0,-4726786.35225,129640229576
100912.061973,-31740157.0164,27755455.7982,0,-2023.97222367,-2314.54299194,0,-4726786.35221,129640229576
101595.915002,-33084225.6988,26138800.7474,0,-1906.08315291,-2412.55462834,0,-4726786.35218,129640229577
102280.551078,-34347434.607,24455196.4047,0,-1783.31203279,-2504.66984068,0,-4726786.35214,129640229577
102963.816344,-35522780.584,22714201.6274,0,-1656.35591045,-2590.37794757,0,-4726786.3521,129640229578
103643.641938,-36604711.491,20926012.3629,0,-1525.9582907,-2669.27407817,0,-4726786.35207,129640229578
104318.085489,-37589208.188,19101160.3144,0,-1392.88716219,-2741.06515037,0,-4726786.35203,129640229579
104985.343351,-38473767.9528,17250277.6186,0,-1257.9178373,-2805.56866167,0,-4726786.352,129640229579
105643.737057,-39257321.1929,15383940.7187,0,-1121.82156721,-2862.70661568,0,-4726786.35197,129640229580
106291.679275,-39940114.1504,13512593.4533,0,-985.359933313,-2912.49696879,0,-4726786.35194,129640229580
106927.622575,-40523583.7499,11646547.1782,0,-849.284856168,-2955.04450383,0,-4726786.35192,129640229581
107549.990862,-41010243.9124,9796060.24347,0,-714.344391054,-2990.53253995,0,-4726786.3519,129640229581
108157.087763,-41403597.6185,7971512.23067,0,-581.295433656,-3019.21652012,0,-4726786.35188,129640229581
108746.966904,-41708087.6322,6183714.9038,0,-450.926395085,-3041.42041779,0,-4726786.35186,129640229581
109317.229513,-41929102.9669,4444460.51661,0,-324.097185328,-3057.53720844,0,-4726786.35185,129640229581
109864.665404,-42073073.6388,2767558.56439,0,-201.814814851,-3068.03577914,0,-4726786.35184,129640229582
110384.500005,-42147733.9326,1171081.15237,0,-85.3971304439,-3073.48012633,0,-4726786.35183,129640229582
110765.428994,-42164000.1352,2.25133017497,0,-0.000185377945527,-3074.66628323,0,-4726786.35183,129640229582
